id_cliente,numero_cuenta,nombre,apellido,ciudad_cliente,pais_cliente,fecha_nacimiento,estado_civil,ingreso_anual,genero,numero_hijos,hijos_en_casa,nivel_educativo,fecha_apertura_cuenta,tipo_membresia,ocupacion,vivienda_propia
9606,281544736624-1, Lucía, Guzmán,Lima,Perú,6/4/1952,Soltero,$14K-$18K,F,0,0,Educación Secundaria Incompleta,10/5/2023,Frescura,Profesional,No
9607,281560076175-4, Pablo, Gómez,Cali,Colombia,24/11/1991,Casado,$10K-$14K,M,1,1,Educación Universitaria Completa,11/2/2022,Frescura,Profesional,No
9608,281768051982-0, Lucía, Ortiz,Quito,Ecuador,18/11/1981,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,12/11/2023,Frescura,Operativa Básica,No
9609,281784724592-6, Alejandro, Acosta,Quito,Ecuador,23/5/2003,Casado,$2K-$6K,M,4,3,Educación Secundaria Incompleta,13/10/2021,Básica,Operativa Básica,Si
9610,281817544050-6, Leonardo, Rojas,Puno,Perú,10/11/1974,Soltero,$6K-$10K,M,2,0,Educación Secundaria Incompleta,18/11/2020,Frescura,Operativa Básica,No
9611,281964875161-0, Alicia, Parra,Cali,Colombia,21/5/2004,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,6/7/2023,Frescura,Operativa Básica,Si
9612,282100659309-5, Alicia, Jara,Cali,Colombia,7/6/1994,Casado,$26K-$30K,F,1,0,Educación Secundaria Completa,16/8/2023,Frescura,Profesional,Si
9613,282134323716-1, Alejandro, Núñez,Cali,Colombia,4/10/1988,Casado,$2K-$6K,M,3,3,Educación Secundaria Incompleta,9/9/2021,Básica,Operativa Calificada,Si
9614,282230604250-3, Ernesto, Reyes,Bogotá,Colombia,22/7/1964,Soltero,$6K-$10K,M,1,0,Educación Secundaria Incompleta,19/8/2023,Premium,Operativa Básica,No
9615,282246131598-9, Marta, Salazar,Cali,Colombia,25/8/1961,Casado,$6K-$10K,F,4,4,Educación Secundaria Completa,19/9/2023,Premium,Operativa Calificada,No
9616,282404615283-2, Edison, Blanco,Bogotá,Colombia,23/8/1974,Casado,$10K-$14K,M,2,0,Educación Universitaria Completa,28/2/2021,Selecta,Profesional,Si
9617,282413083050-9, Gabriel, Castro,Cali,Colombia,27/6/1941,Soltero,$6K-$10K,M,2,0,Educación Secundaria Completa,22/8/2023,Frescura,Operativa Calificada,No
9618,282430056034-6, Beatriz, Salazar,Cali,Colombia,8/8/1992,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,6/10/2020,Selecta,Operativa Básica,No
9619,282461711350-9, Andrés, Sosa,Medellín,Colombia,16/6/1968,Casado,$6K-$10K,M,3,3,Educación Secundaria Completa,5/7/2020,Premium,Operativa Calificada,Si
9620,282475305000-5, Cristian, Jara,Piura,Perú,8/5/1980,Soltero,$18K-22K,M,4,0,Educación Secundaria Incompleta,15/11/2021,Frescura,Gerencial,No
9621,282541939019-5, Eduardo, Contreras,Bogotá,Colombia,8/9/1991,Casado,$10K-$14K,M,5,4,Educación Universitaria Completa,22/5/2023,Premium,Gerencial,Si
9622,282568900600-2, Marina, Arias,Bogotá,Colombia,24/11/1989,Soltero,$6K-$10K,F,3,0,Educación Secundaria Incompleta,8/4/2022,Frescura,Operativa Calificada,No
9623,282612816500-9, Sara, Gutiérrez,Cali,Colombia,26/5/2002,Soltero,$22K-$26K,F,2,0,Educación Universitaria Completa,24/6/2022,Premium,Gerencial,No
9624,282675507664-1, Guido, Barrios,Bogotá,Colombia,17/2/1954,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,3/5/2021,Básica,Operativa Básica,No
9625,282686021800-7, Lourdes, Romero,Puno,Perú,20/3/2008,Casado,$14K-$18K,F,2,2,Educación Universitaria Completa,9/3/2021,Frescura,Gerencial,Si
9626,282730463400-3, María José, Cardenas,Quito,Ecuador,16/8/1953,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,17/10/2023,Frescura,Operativa Básica,No
9627,282755359709-0, Susana, Villalobos,Bogotá,Colombia,7/12/2003,Casado,$18K-22K,F,5,2,Educación Secundaria Incompleta,18/9/2020,Frescura,Profesional,Si
9628,282761837400-3, Juan, Guerra,Bogotá,Colombia,9/5/1967,Soltero,$10K-$14K,M,0,0,Educación Universitaria Completa,24/8/2022,Frescura,Profesional,Si
9629,282801566121-4, Concha, Delgado,Bogotá,Colombia,2/7/1993,Casado,$6K-$10K,F,1,1,Educación Secundaria Completa,25/8/2022,Frescura,Operativa Calificada,Si
9630,282803143350-5, Lidia, Galindo,Lima,Perú,27/5/1943,Casado,$30K +,F,4,4,Educación Universitaria Completa,19/6/2021,Frescura,Profesional,No
9631,282861779032-3, Francisco, Escobar,Cali,Colombia,27/2/1972,Casado,$6K-$10K,M,5,5,Educación Secundaria Completa,17/4/2023,Premium,Operativa Calificada,Si
9632,282874152064-1, Irene, López,Quito,Ecuador,22/10/1947,Casado,$10K-$14K,F,2,2,Educación Universitaria Completa,22/5/2022,Frescura,Gerencial,Si
9633,282894072829-7, Marina, Gutiérrez,Bogotá,Colombia,24/4/1946,Casado,$10K-$14K,F,1,0,Educación Secundaria Completa,25/10/2024,Frescura,Operativa Básica,No
9634,282897790371-4, Miguel, Guzmán,Cusco,Perú,21/10/1987,Casado,$22K-$26K,M,3,1,Educación Universitaria Completa,26/12/2021,Frescura,Profesional,Si
9635,282992418800-1, Ricardo, Fernández,Bogotá,Colombia,26/6/1995,Casado,$6K-$10K,M,0,0,Educación Secundaria Completa,11/5/2020,Frescura,Operativa Calificada,Si
9636,283002876800-4, Tomás, Palacios,Cali,Colombia,4/12/1969,Soltero,$26K-$30K,M,5,0,Educación Secundaria Incompleta,2/10/2022,Frescura,Profesional,Si
9637,283008452951-4, Germán, Delgado,Trujillo,Perú,13/12/1942,Soltero,$6K-$10K,M,2,0,Educación Universitaria Incompleta,10/4/2024,Frescura,Operativa Calificada,No
9638,283035114107-6, Ana, Pinto,Medellín,Colombia,3/10/1984,Casado,$14K-$18K,F,3,2,Educación Universitaria Completa,21/2/2021,Frescura,Profesional,No
9639,283039413689-9, Edison, Monroy,Cali,Colombia,4/9/1959,Casado,$22K-$26K,M,1,1,Postgrado Universitario,24/6/2023,Frescura,Profesional,No
9640,283078485428-2, Vanessa, Villalobos,Bogotá,Colombia,24/8/1943,Casado,$26K-$30K,F,2,1,Educación Secundaria Completa,3/12/2024,Frescura,Profesional,Si
9641,283106329440-0, Laura, Jara,Bogotá,Colombia,24/7/1959,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,5/8/2022,Selecta,Profesional,No
9642,283113689422-1, Andrés, Barrios,Cali,Colombia,18/8/2006,Casado,$2K-$6K,M,4,0,Educación Secundaria Incompleta,19/2/2021,Básica,Operativa Calificada,No
9643,283149794638-4, Gabriel, Gómez,Medellín,Colombia,21/7/1960,Casado,$2K-$6K,M,3,1,Educación Universitaria Completa,6/7/2024,Básica,Gerencial,Si
9644,283198516962-9, Carmen, Cabrera,Cajamarca,Perú,5/12/1956,Casado,$2K-$6K,F,2,1,Educación Secundaria Incompleta,21/4/2024,Básica,Operativa Básica,Si
9645,283250187150-0, Héctor, Fernández,Quito,Ecuador,5/11/1944,Casado,$14K-$18K,M,1,1,Educación Universitaria Completa,19/12/2022,Selecta,Profesional,Si
9646,283326002400-2, José, Escobar,Cali,Colombia,5/1/1996,Soltero,$14K-$18K,M,2,0,Educación Universitaria Completa,24/4/2023,Básica,Profesional,No
9647,283340985176-9, Alicia, Chávez,Bogotá,Colombia,2/10/1999,Casado,$2K-$6K,F,2,2,Educación Secundaria Incompleta,1/3/2024,Básica,Operativa Básica,No
9648,283346636591-5, Noelia, Barrios,Medellín,Colombia,5/2/2006,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,4/4/2021,Básica,Operativa Básica,No
9649,283405479000-8, Marco, Miranda,Quito,Ecuador,28/7/1967,Casado,$10K-$14K,M,4,2,Educación Secundaria Incompleta,6/4/2024,Frescura,Operativa Básica,No
9650,283458181619-8, Susana, Calderón,Quito,Ecuador,15/5/1954,Casado,$6K-$10K,F,5,2,Educación Universitaria Incompleta,13/7/2020,Frescura,Operativa Calificada,Si
9651,283487621543-6, Rosario, Cardenas,Cali,Colombia,11/2/1988,Soltero,$26K-$30K,F,5,0,Educación Universitaria Completa,11/5/2020,Frescura,Gerencial,Si
9652,283504819850-0, Isabel, Vásquez,Bogotá,Colombia,13/6/1993,Casado,$6K-$10K,F,3,2,Educación Universitaria Incompleta,18/2/2021,Frescura,Operativa Calificada,No
9653,283511898219-3, Israel, Zamora,Quito,Ecuador,22/2/2010,Soltero,$10K-$14K,M,5,0,Educación Universitaria Completa,20/9/2021,Frescura,Profesional,Si
9654,283557109500-4, Roberto, Reyes,Quito,Ecuador,9/5/2002,Casado,$6K-$10K,M,5,5,Educación Universitaria Incompleta,24/5/2023,Frescura,Profesional,Si
9655,283591093100-9, Ángela, Molina,Bogotá,Colombia,10/12/1951,Soltero,$6K-$10K,F,1,0,Educación Secundaria Incompleta,23/10/2024,Frescura,Operativa Básica,No
9656,283610995112-5, Marco, Guerra,Bogotá,Colombia,25/10/1967,Casado,$10K-$14K,M,2,0,Educación Universitaria Incompleta,3/8/2023,Frescura,Operativa Calificada,Si
9657,283812699912-2, Vanessa, Chacón,Bogotá,Colombia,8/6/1957,Casado,$6K-$10K,F,2,2,Educación Secundaria Completa,1/1/2023,Frescura,Operativa Básica,No
9658,283833540676-0, Rosa, Araya,Bogotá,Colombia,24/6/1966,Casado,$2K-$6K,F,4,2,Educación Universitaria Completa,3/9/2020,Premium,Gerencial,No
9659,283876555263-6, Diana, Vásquez,Quito,Ecuador,25/1/1952,Soltero,$10K-$14K,F,1,0,Educación Universitaria Completa,6/4/2021,Selecta,Gerencial,No
9660,283887032100-4, Isabel, León,Lima,Perú,7/12/1980,Soltero,$6K-$10K,F,0,0,Educación Secundaria Completa,16/12/2023,Frescura,Operativa Básica,No
9661,283945217133-9, Mateo, Castro,Quito,Ecuador,20/7/1942,Soltero,$2K-$6K,M,3,0,Educación Secundaria Incompleta,5/11/2023,Básica,Operativa Básica,Si
9662,284056874812-7, Gabriel, Cruz,Bogotá,Colombia,3/7/1956,Soltero,$10K-$14K,M,3,0,Educación Universitaria Completa,24/8/2023,Frescura,Gerencial,No
9663,284076833250-2, Felipe, Cordero,Bogotá,Colombia,13/7/1991,Casado,$2K-$6K,M,0,0,Educación Secundaria Incompleta,27/1/2021,Básica,Operativa Básica,Si
9664,284087290900-0, Patricia, Duarte,Cali,Colombia,7/3/1960,Soltero,$6K-$10K,F,0,0,Educación Secundaria Completa,25/12/2020,Selecta,Operativa Calificada,No
9665,284117313025-1, Mario, Parra,Quito,Ecuador,26/6/1953,Soltero,$6K-$10K,M,5,0,Educación Secundaria Completa,23/10/2021,Frescura,Operativa Básica,No
9666,284194799361-0, Marina, Ríos,Quito,Ecuador,21/3/1985,Casado,$22K-$26K,F,5,5,Postgrado Universitario,13/11/2020,Básica,Gerencial,No
9667,284248854050-2, Héctor, Cárdenas,Cali,Colombia,20/2/1987,Casado,$22K-$26K,M,3,3,Educación Secundaria Completa,11/2/2022,Premium,Profesional,Si
9668,284259311700-5, Vanessa, Duarte,Medellín,Colombia,8/12/1966,Casado,$14K-$18K,F,1,0,Postgrado Universitario,13/9/2020,Frescura,Profesional,Si
9669,284268042443-8, Antonio, Álvarez,Chiclayo,Perú,18/11/1945,Soltero,$30K +,M,0,0,Educación Secundaria Incompleta,2/12/2022,Selecta,Gerencial,Si
9670,284279702000-4, Eduardo, Reyes,Bogotá,Colombia,7/10/1981,Soltero,$6K-$10K,M,5,0,Educación Secundaria Incompleta,24/9/2023,Frescura,Operativa Básica,No
9671,284282180368-1, Iván, Zamora,Medellín,Colombia,14/4/1962,Casado,$6K-$10K,M,4,1,Educación Secundaria Completa,20/10/2021,Premium,Operativa Básica,No
9672,284297350943-0, Ricardo, Morales,Bogotá,Colombia,24/1/1940,Casado,$10K-$14K,M,4,2,Educación Universitaria Completa,11/3/2022,Premium,Profesional,Si
9673,284331991650-6, Adrián, Jara,Medellín,Colombia,7/2/1962,Soltero,$6K-$10K,M,2,0,Educación Universitaria Incompleta,8/4/2021,Frescura,Profesional,Si
9674,284371457696-2, Aurora, Salazar,Cali,Colombia,17/12/2003,Soltero,$14K-$18K,F,1,0,Educación Universitaria Completa,22/9/2023,Frescura,Profesional,No
9675,284386891250-5, Elena, López,Bogotá,Colombia,27/6/1963,Casado,$2K-$6K,F,3,1,Educación Secundaria Incompleta,15/9/2022,Básica,Operativa Calificada,Si
9676,284396410284-0, Daniel, Beltrán,Bogotá,Colombia,9/12/1953,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,24/11/2022,Frescura,Profesional,Si
9677,284462180800-5, Laura, Barrios,Trujillo,Perú,16/5/1947,Casado,$14K-$18K,F,1,1,Educación Secundaria Incompleta,28/4/2021,Frescura,Gerencial,Si
9678,284479961150-2, Ángela, Guerrero,Quito,Ecuador,11/12/2005,Soltero,$30K +,F,4,0,Educación Secundaria Completa,3/11/2022,Selecta,Gerencial,Si
9679,284559644163-7, Julia, Castillo,Bogotá,Colombia,15/1/2002,Soltero,$6K-$10K,F,0,0,Educación Secundaria Completa,27/1/2022,Frescura,Operativa Básica,No
9680,284585347771-7, Cristina, Monroy,Quito,Ecuador,9/2/2003,Soltero,$30K +,F,5,0,Educación Universitaria Completa,20/8/2020,Selecta,Profesional,Si
9681,284586624350-2, Araceli, Miranda,Bogotá,Colombia,7/6/1970,Casado,$14K-$18K,F,5,5,Educación Secundaria Completa,14/3/2023,Premium,Profesional,Si
9682,284703745900-0, Daniel, Cruz,Cali,Colombia,25/12/1964,Casado,$10K-$14K,M,4,3,Educación Universitaria Completa,18/9/2023,Premium,Gerencial,No
9683,284724154768-6, Rubén, Espinosa,Bogotá,Colombia,22/8/1998,Soltero,$22K-$26K,M,3,0,Postgrado Universitario,13/3/2023,Frescura,Profesional,Si
9684,284733392297-1, Alex, Miranda,Cali,Colombia,10/11/2009,Casado,$30K +,M,4,4,Educación Secundaria Incompleta,12/5/2024,Premium,Gerencial,Si
9685,284766042827-6, Ángela, Herrera,Piura,Perú,22/4/1966,Soltero,$10K-$14K,F,3,0,Educación Universitaria Completa,12/1/2023,Frescura,Profesional,Si
9686,284916434285-3, Esteban, Monroy,Bogotá,Colombia,7/11/1964,Soltero,$10K-$14K,M,1,0,Educación Universitaria Completa,4/10/2022,Frescura,Gerencial,Si
9687,284951131343-3, Guillermo, Guerra,Cali,Colombia,13/12/1977,Soltero,$14K-$18K,M,0,0,Educación Secundaria Completa,2/4/2022,Frescura,Profesional,Si
9688,285010142550-7, Iván, Rivera,Bogotá,Colombia,8/4/2000,Casado,$10K-$14K,M,2,1,Educación Universitaria Completa,10/11/2021,Frescura,Gerencial,No
9689,285043544170-7, Ángel, Espinoza,Bogotá,Colombia,10/7/1983,Soltero,$6K-$10K,M,0,0,Educación Secundaria Completa,4/9/2021,Frescura,Operativa Calificada,No
9690,285094350576-5, Javier, Guerrero,Cali,Colombia,3/3/1998,Soltero,$2K-$6K,M,3,0,Educación Secundaria Incompleta,23/6/2023,Básica,Operativa Básica,Si
9691,285123058259-5, Gonzalo, Pérez,Cali,Colombia,6/9/1990,Casado,$10K-$14K,M,3,3,Educación Universitaria Completa,13/2/2023,Premium,Profesional,Si
9692,285135187208-3, Verónica, Galindo,Medellín,Colombia,19/5/1942,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,5/3/2024,Frescura,Operativa Básica,Si
9693,285161247700-3, Sebastián, Barrios,Bogotá,Colombia,21/8/1968,Casado,$14K-$18K,M,4,1,Educación Secundaria Completa,20/2/2024,Básica,Profesional,No
9694,285172437725-4, Gustavo, Salazar,Bogotá,Colombia,13/11/1988,Soltero,$26K-$30K,M,1,0,Educación Universitaria Completa,1/11/2020,Selecta,Gerencial,Si
9695,285182163350-6, Consuelo, Solano,Chimbote,Perú,14/9/1947,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,25/7/2021,Frescura,Operativa Básica,No
9696,285191400942-2, Nicolás, Beltrán,Medellín,Colombia,5/9/1992,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,15/11/2022,Premium,Profesional,No
9697,285212373135-0, Isabel, García,Cali,Colombia,11/10/1991,Casado,$2K-$6K,F,2,2,Educación Secundaria Incompleta,8/4/2022,Básica,Operativa Básica,Si
9698,285212617218-9, Alberto, Salinas,Cali,Colombia,27/12/1947,Casado,$14K-$18K,M,4,4,Educación Universitaria Completa,16/2/2020,Premium,Profesional,No
9699,285225309429-2, David, Castro,Cali,Colombia,7/5/1955,Casado,$2K-$6K,M,4,4,Educación Secundaria Incompleta,8/10/2022,Básica,Operativa Calificada,Si
9700,285265301300-1, Ernesto, Solano,Bogotá,Colombia,21/6/1968,Casado,$10K-$14K,M,5,3,Educación Universitaria Completa,27/3/2021,Premium,Profesional,Si
9701,285272172987-6, Ricardo, González,Quito,Ecuador,5/5/1953,Casado,$2K-$6K,M,2,2,Educación Secundaria Incompleta,20/11/2022,Básica,Operativa Básica,Si
9702,285300843118-9, Elena, Beltrán,Quito,Ecuador,18/5/1983,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,27/11/2023,Frescura,Operativa Básica,Si
9703,285321834084-0, Edison, Molina,Bogotá,Colombia,17/6/1958,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,8/1/2022,Básica,Operativa Básica,No
9704,285365318060-6, Patricia, Chávez,Bogotá,Colombia,10/6/1943,Soltero,$18K-22K,F,3,0,Postgrado Universitario,1/6/2023,Básica,Gerencial,Si
9705,285390871465-8, Gloria, Aguilar,Quito,Ecuador,17/11/1970,Casado,$22K-$26K,F,4,2,Postgrado Universitario,14/2/2020,Básica,Profesional,Si
9706,285447779750-1, Daniel, Torres,Bogotá,Colombia,26/9/2005,Casado,$22K-$26K,M,5,0,Educación Universitaria Incompleta,25/11/2023,Frescura,Profesional,Si
9707,285454576750-3, Oscar, Morales,Quito,Ecuador,8/3/1959,Casado,$6K-$10K,M,3,1,Educación Secundaria Completa,23/7/2023,Frescura,Operativa Básica,No
9708,285468752086-6, Ana, Palacios,Quito,Ecuador,20/7/1955,Casado,$18K-22K,F,2,1,Educación Secundaria Incompleta,5/11/2023,Premium,Gerencial,Si
9709,285483227967-5, Nicolás, Espinoza,Quito,Ecuador,10/4/1955,Casado,$22K-$26K,M,2,2,Educación Universitaria Completa,1/9/2021,Frescura,Gerencial,Si
9710,285489086050-8, Eduardo, Sosa,Bogotá,Colombia,21/9/2007,Soltero,$2K-$6K,M,3,0,Educación Secundaria Incompleta,14/5/2022,Básica,Operativa Básica,Si
9711,285509476000-6, Gloria, Reyes,Bogotá,Colombia,18/3/1998,Casado,$6K-$10K,F,2,1,Educación Secundaria Incompleta,10/9/2022,Premium,Operativa Básica,Si
9712,285551927385-4, Noelia, Molina,Bogotá,Colombia,7/11/2005,Casado,$10K-$14K,F,4,0,Educación Universitaria Completa,23/10/2020,Frescura,Gerencial,Si
9713,285565821230-3, Vanessa, Reyes,Quito,Ecuador,9/10/1966,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,23/12/2023,Selecta,Operativa Básica,Si
9714,285626597550-9, Lorena, Jara,Quito,Ecuador,10/7/1966,Casado,$2K-$6K,F,2,2,Educación Secundaria Incompleta,19/5/2023,Básica,Operativa Calificada,Si
9715,285685665010-3, Lucía, Cárdenas,Cali,Colombia,1/10/2006,Soltero,$14K-$18K,F,4,0,Educación Universitaria Completa,8/10/2022,Frescura,Profesional,Si
9716,285722859202-1, Samuel, Rodríguez,Cali,Colombia,20/7/1941,Casado,$2K-$6K,M,2,0,Educación Secundaria Incompleta,24/10/2023,Básica,Operativa Calificada,Si
9717,285772501525-7, Fernando, Cruz,Lima,Perú,3/2/1958,Casado,$10K-$14K,M,4,3,Educación Universitaria Completa,15/4/2022,Frescura,Profesional,No
9718,285788066386-1, Andrés, Castro,Bogotá,Colombia,11/12/1950,Casado,$10K-$14K,M,4,1,Educación Universitaria Completa,3/2/2021,Básica,Profesional,Si
9719,285884140430-1, Paula, Mendoza,Medellín,Colombia,19/11/1969,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,28/8/2022,Frescura,Operativa Calificada,Si
9720,285940166411-9, Rocío, Díaz,Bogotá,Colombia,16/4/1998,Soltero,$14K-$18K,F,5,0,Educación Universitaria Completa,14/12/2021,Frescura,Profesional,No
9721,285952520669-3, Inés, Sosa,Cali,Colombia,13/9/1975,Soltero,$2K-$6K,F,5,0,Educación Secundaria Incompleta,10/7/2021,Básica,Operativa Básica,No
9722,285953947601-1, Fernando, Rivas,Bogotá,Colombia,7/4/1984,Casado,$18K-22K,M,0,0,Educación Universitaria Incompleta,15/4/2022,Frescura,Profesional,No
9723,285998351450-0, Raquel, Duarte,Jaén,Perú,2/5/1970,Casado,$18K-22K,F,2,1,Educación Universitaria Completa,7/11/2023,Frescura,Profesional,Si
9724,286046304107-0, Lucía, Parra,Quito,Ecuador,20/8/1998,Casado,$2K-$6K,F,4,4,Educación Secundaria Incompleta,2/6/2022,Básica,Operativa Calificada,No
9725,286051166951-2, Emilio, Maldonado,Cusco,Perú,27/8/1960,Casado,$22K-$26K,M,3,2,Educación Secundaria Incompleta,28/6/2022,Frescura,Profesional,Si
9726,286058921215-9, Nelson, Solano,Quito,Ecuador,15/4/1974,Casado,$6K-$10K,M,3,3,Educación Universitaria Incompleta,14/9/2022,Premium,Oficinista,Si
9727,286154826283-8, Roberto, Hernández,Bogotá,Colombia,20/8/2009,Casado,$10K-$14K,M,1,1,Educación Universitaria Completa,10/6/2024,Frescura,Gerencial,Si
9728,286188152600-3, Luis, Rivas,Cali,Colombia,9/10/1978,Casado,$2K-$6K,M,1,1,Educación Secundaria Incompleta,17/7/2024,Básica,Operativa Básica,Si
9729,286192395983-7, Fernando, Díaz,Chiclayo,Perú,17/10/1983,Soltero,$26K-$30K,M,2,0,Educación Secundaria Incompleta,14/5/2021,Frescura,Profesional,Si
9730,286196770668-0, Sergio, Rojas,Bogotá,Colombia,28/4/2003,Casado,$6K-$10K,M,1,1,Educación Secundaria Completa,21/3/2023,Frescura,Operativa Básica,Si
9731,286219132245-4, Verónica, Rojas,Bogotá,Colombia,7/12/1947,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,21/6/2021,Frescura,Operativa Básica,No
9732,286231542825-6, Ernesto, Guerrero,Quito,Ecuador,19/9/1984,Casado,$14K-$18K,M,4,4,Educación Universitaria Completa,4/5/2024,Premium,Profesional,Si
9733,286239428517-2, Manuel, Palacios,Bogotá,Colombia,26/2/1963,Soltero,$6K-$10K,M,4,0,Educación Secundaria Completa,18/11/2020,Frescura,Operativa Calificada,No
9734,286272830067-0, Isabel, Escalante,Cali,Colombia,17/8/1999,Casado,$6K-$10K,F,4,4,Educación Universitaria Incompleta,7/2/2021,Premium,Profesional,Si
9735,286326189800-0, Hugo, Blanco,Quito,Ecuador,10/2/1996,Casado,$6K-$10K,M,3,0,Educación Secundaria Completa,26/8/2024,Frescura,Operativa Calificada,No
9736,286332141757-7, José, Ríos,Cali,Colombia,23/10/1987,Soltero,$14K-$18K,M,3,0,Educación Universitaria Completa,8/8/2021,Frescura,Profesional,No
9737,286354653536-6, Araceli, Ramos,Bogotá,Colombia,18/2/1996,Casado,$2K-$6K,F,1,1,Educación Secundaria Incompleta,26/3/2022,Básica,Operativa Básica,Si
9738,286384562849-4, Maribel, González,Quito,Ecuador,17/10/1979,Casado,$6K-$10K,F,0,0,Educación Secundaria Completa,15/8/2022,Frescura,Operativa Básica,Si
9739,286444756983-4, Raúl, Delgado,Bogotá,Colombia,15/2/1997,Casado,$2K-$6K,M,1,0,Educación Secundaria Incompleta,8/8/2021,Básica,Operativa Calificada,No
9740,286464095712-5, Javier, Ochoa,Bogotá,Colombia,27/4/1987,Casado,$6K-$10K,M,3,1,Educación Secundaria Incompleta,17/10/2020,Frescura,Operativa Básica,No
9741,286532044110-9, Gustavo, Cabrera,Bogotá,Colombia,11/5/1981,Soltero,$22K-$26K,M,0,0,Educación Secundaria Incompleta,21/2/2023,Frescura,Gerencial,No
9742,286573500500-9, Pilar, Valencia,Bogotá,Colombia,27/7/1969,Casado,$6K-$10K,F,3,3,Educación Secundaria Completa,2/7/2023,Premium,Operativa Calificada,Si
9743,286579189299-3, Asunción, Contreras,Cusco,Perú,8/3/1966,Casado,$10K-$14K,F,4,3,Educación Universitaria Completa,23/11/2022,Frescura,Profesional,No
9744,286580822850-4, Mateo, Bustamante,Bogotá,Colombia,17/4/1967,Soltero,$6K-$10K,M,3,0,Educación Secundaria Completa,4/5/2020,Frescura,Operativa Calificada,Si
9745,286592426001-8, Alberto, Palacios,Cali,Colombia,21/2/2005,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,2/10/2024,Frescura,Profesional,Si
9746,286645748316-9, Sara, Escalante,Cali,Colombia,13/7/1998,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,14/7/2024,Básica,Operativa Básica,No
9747,286669705700-5, Cristian, Jara,Medellín,Colombia,3/10/1962,Soltero,$6K-$10K,M,5,0,Educación Secundaria Completa,6/11/2024,Frescura,Operativa Calificada,Si
9748,286702487764-5, Lucía, Chávez,Bogotá,Colombia,26/5/1973,Soltero,$6K-$10K,F,1,0,Educación Universitaria Incompleta,19/2/2020,Frescura,Profesional,No
9749,286728792350-9, Diana, Parra,Quito,Ecuador,5/3/1984,Casado,$10K-$14K,F,5,5,Educación Universitaria Incompleta,15/2/2024,Premium,Profesional,No
9750,286763301650-3, Arturo, Rojas,Quito,Ecuador,11/3/1994,Casado,$2K-$6K,M,3,3,Educación Secundaria Incompleta,24/5/2022,Básica,Operativa Básica,No
9751,286794149600-9, Bruno, Duarte,Bogotá,Colombia,5/6/1981,Casado,$10K-$14K,M,3,3,Educación Universitaria Completa,11/9/2021,Premium,Gerencial,Si
9752,286812643408-8, Manuela, Pérez,Cali,Colombia,24/1/2003,Casado,$10K-$14K,F,1,1,Educación Universitaria Completa,16/8/2023,Frescura,Profesional,Si
9753,286848316787-8, Rocío, Parra,Medellín,Colombia,27/3/1987,Soltero,$22K-$26K,F,4,0,Educación Secundaria Completa,15/2/2023,Frescura,Gerencial,Si
9754,286882919967-8, Eva, Medina,Piura,Perú,5/12/1990,Casado,$6K-$10K,F,2,2,Educación Secundaria Completa,18/12/2020,Frescura,Operativa Básica,No
9755,286908341944-6, Mateo, Núñez,Quito,Ecuador,19/7/1982,Casado,$22K-$26K,M,2,2,Educación Secundaria Incompleta,19/10/2022,Premium,Gerencial,Si
9756,286908548472-1, Noelia, Hernández,Quito,Ecuador,9/12/1946,Casado,$2K-$6K,F,1,0,Educación Secundaria Incompleta,25/9/2023,Premium,Operativa Básica,Si
9757,287026270626-0, Noelia, Benítez,Bogotá,Colombia,14/2/1972,Soltero,$2K-$6K,F,2,0,Educación Secundaria Incompleta,26/9/2024,Básica,Operativa Calificada,No
9758,287031302450-4, Inés, Salazar,Cali,Colombia,23/2/1980,Casado,$6K-$10K,F,5,2,Educación Secundaria Completa,5/6/2023,Selecta,Operativa Básica,Si
9759,287074636219-9, Araceli, Beltrán,Cali,Colombia,2/7/1951,Casado,$10K-$14K,F,4,1,Educación Universitaria Completa,3/4/2021,Frescura,Gerencial,No
9760,287100546250-9, Encarnación, Lara,Medellín,Colombia,19/6/1984,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,9/10/2023,Selecta,Operativa Calificada,Si
9761,287142603395-5, Ana, Velasco,Bogotá,Colombia,20/12/1983,Casado,$6K-$10K,F,3,3,Educación Secundaria Completa,11/2/2023,Premium,Operativa Básica,Si
